,Data,jw_word,jw_score,euc_word,euc_score,lev_word,lev_score,Measure,Final
147,non-reactive(9.5),non-reac,"[0.7551068528447681, 0.89242636720228, 0.8207090613854567]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
148,non-reactive(5.5),non-reac,"[0.7770090866826772, 0.9055107524398194, 0.8423477403335958]",non-reac,"[4.12, 3.32, 4.24]",non-reac,"[13, 9, 13]",jw,non-reac
149,non-reactive(5.0),non-reac,"[0.7551063442184659, 0.89242636720228, 0.8207103882366796]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
150,non-reactive(3.7),non-reac,"[0.7551064931059015, 0.89242623445237, 0.8207021920581258]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
151,non-reactive(4.0),non-reac,"[0.7551063442184659, 0.89242636720228, 0.8207103882366796]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
152,non-reactive(4.1),non-reac,"[0.7551065031641854, 0.8924262179315174, 0.8207057442573996]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
153,non-reactive(4.2),non-reac,"[0.7551068528447681, 0.89242636720228, 0.8207064076830112]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
154,non-reactive(4.4),non-reac,"[0.7770090866826772, 0.9055107524398194, 0.8423986029638041]",non-reac,"[4.12, 3.32, 4.24]",non-reac,"[13, 9, 13]",jw,non-reac
155,non-reactive(4.5),non-reac,"[0.7551068528447681, 0.89242636720228, 0.8207064076830112]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
156,non-reactive(4.6),non-reac,"[0.7551064929817253, 0.8924262343875824, 0.820705730220074]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
157,non-reactive(4.3),non-reac,"[0.7551064931059015, 0.89242623445237, 0.8207057303280534]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
158,non-reactive(4.7),non-reac,"[0.7551068528447681, 0.89242636720228, 0.8207064076830112]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
159,non-reactive(6.2),non-reac,"[0.7551064929817253, 0.8924262343875824, 0.8207021919501464]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
160,non-reactive(6.0),non-reac,"[0.755105475729121, 0.8924262343875824, 0.8207097107737424]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
161,non-reactive(4.8),non-reac,"[0.7551065031641854, 0.8924262262243375, 0.8207057442573996]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
162,non-reactive(5.8),non-reac,"[0.7551065031641854, 0.8924262262243375, 0.8207022059874722]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
163,non-reactive(5.7),non-reac,"[0.7551068528447681, 0.89242636720228, 0.8207028694130836]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
164,non-reactive(5.6),non-reac,"[0.7551064929817253, 0.8924262343875824, 0.8207021919501464]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
165,non-reactive(5.4),non-reac,"[0.7551068528447681, 0.89242636720228, 0.8207064076830112]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
166,non-reactive(5.3),non-reac,"[0.7551064931059015, 0.89242623445237, 0.8207021920581258]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
167,non-reactive(5.2),non-reac,"[0.7551068528447681, 0.89242636720228, 0.8207028694130836]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
168,non-reactive(5.1),non-reac,"[0.7551065031641854, 0.8924262179315174, 0.8207022059874722]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
169,non-reactive(4.9),non-reac,"[0.7551068528447681, 0.89242636720228, 0.8207090613854567]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
170,w-rea(1:1),weak-reac,"[0.9088498930290427, 0.9512419170278035, 0.9577151702090342]",reac,"[3.16, 3.74, 3.32]",reac,"[7, 8, 8]",jw,weak-reac
171,react(1:1),reac,"[0.9316377168923394, 0.9512362224077492, 0.9436204494516467]",reac,"[2.83, 3.74, 3.61]",reac,"[6, 10, 8]",jw,non-reac
172,non-reactive(csf),non-reac,"[0.7770087441777132, 0.8582658783085794, 0.842514937971994]",non-reac,"[3.87, 3.0, 4.0]",non-reac,"[13, 9, 13]",jw,non-reac
173,weakly-reactive(1:1),weak-reac,"[0.7926694770038432, 0.8055041197676918, 0.8487604609219938]",weak-reac,"[4.47, 4.9, 3.61]",weak-reac,"[16, 15, 11]",jw,weak-reac
174,react(1:2),reac,"[0.9185806449228717, 0.9078054553257952, 0.9088451943490454]",reac,"[2.45, 3.46, 3.32]",reac,"[6, 10, 8]",jw,reac
